"query","long","lat"
"Lake City,CO","-107.276581","38.026256"
"interstate 5 or tributary between Vasilia and Sacrammento,CA","-121.363147","38.661038"
"Alloway,NJ","-75.350573","39.559077"
"Canal Winchester,OH","-82.764939","39.821343"
"Nebo,KY","-87.651863","37.364469"
"Venetia,PA","-80.04228","40.24674"
"Hamilton,IN","-84.897465","41.572304"
"Henrietta,NY","-77.61222","43.05923"
"Tucson,AZ","-110.970869","32.217975"
"Ravenna,OH","-81.172922","41.163755"
"Rogers,OH","-80.605674","40.778137"
"LaGrange,GA","-85.073906","33.024347"
"Frederick,MD","-77.33294","39.443551"
"Jeffersonville,OH","-83.572613","39.654055"
"Rensselaer,IN","-87.10368","40.994793"
"Clemmons,NC","-80.382","36.02153"
"Solome,AZ","-113.611583","33.780618"
"House Springs,MO","-90.57012","38.40894"
"North Palm Beach,FL","-80.052061","26.840418"
"Sparta,NJ","-74.63849","41.03343"
"Garfield Heights,OH","-81.605958","41.416997"
"Avinger,TX","-94.574658","32.895799"
"Talbot,IN","-87.310042","40.606301"
"Millstone,KY","-82.751669","37.176559"
"Eastport,ME","-67","44.91667"
"Holmen,WI","-91.223484","43.968617"
"Bastrop,LA","-91.873723","32.795041"
"Madisonville,TN","-84.33952","35.491574"
"Niles,OH","-80.742459","41.186106"
"Brocton,NY","-79.44116","42.38867"
"Nebraska,NE","-95.727978","40.477613"
"Arco Dessert,ID","-113.299771","43.632329"
"Dublin,TX","-98.289028","32.123145"
"Laguna Niguel,CA","-117.769442","33.640302"
"Hanson,MA","-70.875936","42.055701"
"Hartford,AR","-94.353779","35.060177"
"Farmers,KY","-83.533691","38.140258"
"Williamston,MI","-84.271215","42.680434"
"Crossville,TN","-85.012804","36.051604"
"Junction,TX","-99.776055","30.49687"
"Wakefield,MA","-71.068829","42.499891"
"Abington,PA","-75.114767","40.123805"
"Walsenburg,CO","-104.779815","37.646467"
"Brooklet,GA","-81.6571","32.352307"
"Henry,IL","-89.35648","41.11142"
"Little Falls,MN","-94.245867","45.980055"
"Pensacola,FL","-87.222516","30.428781"
"Marina del Rey,CA","-118.457852","33.979007"
"Oak Hill,OH","-82.5735","38.89396"
"Sea Isle City,NJ","-74.700502","39.154028"
"Bragg City,MO","-89.872827","36.269702"
"Euless,TN","-84.200863","36.052605"
"Warm Beach,WA","-122.364595","48.170654"
"Malden,MO","-89.96648","36.557"
"Lolo,MT","-114.299241","46.7454"
"Mineral Bluff,GA","-84.268863","34.936697"
"Airville,PA","-76.405931","39.821313"
"University Park,FL","-82.465119","27.948177"
"Sidney,NE","-102.995925","41.220549"
"Bumpass,VA","-77.798047","37.90754"
"Preston,WA","-121.931195","47.536015"
"Chillicothe,TX","-99.51676","34.25647"
"Karthaus,PA","-78.1139","41.12089"
"Villa Hills,KY","-84.593","39.063393"
"Pomona,NY","-74.045358","41.18416"
"Pelzer,SC","-82.535325","34.656799"
"Taylors,SC","-82.31192","34.91569"
"Holliston,MA","-71.4245","42.2001"
"Providence Forge,VA","-77.033714","37.453467"
"St. Joseph City,AZ","-111.578232","35.197983"
"Newport,OR","-124.05345","44.63678"
"Sulphur Springs,TX","-95.600838","33.126435"
"Manistee Forest,MI","-86.306517","44.234635"
"Carrollton,VA","-76.542783","36.956505"
"Gladeville,TN","-86.304922","36.156231"
"Brule,WI","-91.605419","46.555409"
"North Merrick,NY","-73.563183","40.691213"
"Indianola,IA","-93.588041","41.314309"
"Arbutus,MD","-76.69997","39.254551"
"Avalon,NJ","-74.731427","39.112027"
"Claymont,DE","-75.45814","39.80379"
"Lake Leelanau,MI","-85.736199","44.980451"
"Vichy,MO","-91.794844","38.130967"
"Ashland,NH","-71.639896","43.715626"
"Simpsonville,KY","-85.360625","38.223861"
"Rydal,GA","-84.737644","34.337901"
"Conchas Dam,NM","-104.194698","35.285771"
"Fair Haven,NY","-76.711915","43.328996"
"Towanda,KS","-96.99976","37.79752"
"Reidsville,GA","-82.146011","32.031081"
"Rio Verde,AZ","-111.67637","33.72622"
"Fairfax County,VA","-77.189796","38.740054"
"Wellsville,OH","-80.692008","40.650362"
"Fairfield,VA","-79.298708","37.875396"
"Pointe Reyes,CA","-122.80918","38.0847"
"Beaver Falls,PA","-80.31923","40.75201"
"Wheatland,TX","-97.447033","32.720723"
"Independent Hill,VA","-77.437764","38.635952"
"Westwood,CA","-121.022584","40.303792"
"Port Hueneme,CA","-119.20248","34.170846"
"Yulee,FL","-81.590249","30.6233"
"Cornwall,NY","-74.043064","41.416157"
"Dearing,GA","-82.401622","33.404395"
"Supulpa,OK","-96.099033","36.041582"
"Comanche County,OK","-97.979598","34.361871"
"Scandia,MN","-92.837344","45.253166"
"Port St Lucie,FL","-81.981155","30.76801"
"Oyster Bay,NY","-73.53114","40.86897"
"Greentown,IN","-85.997326","40.485442"
"Orland,CA","-122.19637","39.74738"
"Alturas,FL","-81.61864","28.002553"
"Beekmantown,NY","-73.49208","44.770874"
"Kelseyville,CA","-122.793699","38.930811"
"Wartrace,TN","-86.335135","35.501239"
"Arlington,WI","-89.36061","43.336846"
"Norwood -Cincinnati,OH","-84.454178","39.164677"
"West Friendship area,MD","-76.59147","38.73675"
"Hoh River,WA","-119.000662","47.950047"
"Silverado,CA","-117.63699","33.74613"
"Henrietta,MO","-93.9355","39.23418"
"Franklinton,LA","-90.120807","30.840587"
"Hanalei Bay,HI","-156.324072","20.793521"
"Chico,CA","-121.840083","39.746159"
"Reading,KS","-96.01436","38.533232"
"Lake Shasta,CA","-123.077112","40.755545"
"Albany,TX","-99.210207","32.768222"
"Bowdoinham,ME","-69.875816","44.023162"
"Lanagan,MO","-94.450609","36.608799"
"Bucks County,PA","-75.3838","40.273955"
"King George,VA","-77.17225","38.277209"
"Solana Beach,CA","-117.256769","33.007075"
"Imperial,CA","-115.56944","32.84755"
"Londonderry,VT","-72.787995","43.228101"
"Savannah River Site,SC","-81.127533","33.321756"
"Kings Mountain,NC","-81.33786","35.18319"
"Walker,MI","-85.7107","42.981579"
"Mead,CO","-104.99859","40.23332"
"Rialto,CA","-117.377406","34.111606"
"Wakarusa,IN","-86.02083","41.53616"
"Bristol,TN","-82.192545","36.531703"
"Bethera,SC","-79.816871","33.214551"
"Coleman,TX","-99.400197","31.896653"
"Rising Fawn,GA","-85.501868","34.813904"
"Grand View,WI","-91.10825","46.36745"
"Colombiana,AL","-86.614178","33.181333"
"Talahassee,FL","-84.243245","30.513696"
"Shorewood,IL","-88.20173","41.52003"
"Williams,CA","-122.243739","39.142737"
"Mountain View,OK","-98.806836","35.087227"
"MacArthur,WV","-81.214825","37.7517"
"Red Lake,MN","-95.00397","47.85443"
"Leveland,TX","-102.750226","33.722187"
"Sayre,NY","-75.898675","43.894489"
"North Anson,ME","-69.89978","44.85506"
"Hanna City,IL","-89.781809","40.685646"
"Hueston Woods State Park,OH","-84.333946","40.246032"
"Lincoln,NC","-81.247442","35.470071"
"Rowlett, Sachse,TX","-96.595632","32.846364"
"Werisdale,FL","-81.92425","28.98193"
"Plymouth,MA","-70.638717","41.886207"
"West Reading,PA","-75.947432","40.333704"
"Shobonier,IL","-89.08868","38.86949"
"Lompoc,CA","-120.336594","34.629464"
"Woodstock,IL","-88.462832","42.320271"
"Morganton,NC","-81.676229","35.772992"
"Stafford Forge,NJ","-74.302028","39.640933"
"Elmhurst,NY","-73.877562","40.73509"
"Johns Island,SC","-80.040587","32.624718"
"Tustin,WI","-88.892335","44.162758"
"Pomona,MO","-91.895914","36.876581"
"Glencoe,MN","-94.195685","44.770238"
"Otoe,NE","-96.080921","40.750553"
"Austell,GA","-84.634378","33.812606"
"Aliso Viejo,CA","-117.730364","33.576205"
"Peyton,CO","-104.526328","38.984206"
"Newport,NH","-72.199659","43.390485"
"Co.Durham,","-1.5758691","54.7763893"
"San Bernadino,CA","-117.284719","34.063682"
"Oneida,TN","-84.517984","36.509395"
"Willow Grove,PA","-80.290037","40.983989"
"Alto,TX","-95.07272","31.65045"
"South New Belrin,NY","-76.122719","43.173904"
"Ajo,AZ","-112.89011","32.38489"
"Levittown,NY","-73.515819","40.7228"
"Saint Josephs,MI","-85.138718","42.06247"
"Deep Run,NC","-77.688191","35.134409"
"Raven,KY","-82.80627","37.40288"
"Williamstown,VT","-72.526916","44.103841"
"Medford,OR","-122.900832","42.265974"
"Manor,TX","-97.512902","30.343501"
"Walterboro,SC","-80.703213","32.925196"
"Larchmont,NY","-73.7518","40.92788"
"Sault Ste. Marie,MI","-83.956794","45.065584"
"Jewell Basin National Park,MT","-112.26049","46.270934"
"Litchfeild,SC","-79.102794","33.471023"
"Coal Township,PA","-76.520354","40.786905"
"Jericho,VT","-72.955175","44.458996"
"Cornell,CA","-118.777868","34.11445"
"Enon Vally,PA","-80.463191","40.830673"
"Whitehall,WI","-91.285758","44.443778"
"Greenville area,SC","-82.318829","34.876701"
"Centerport,NY","-73.370462","40.893197"
"Rosendale,NY","-74.08209","41.84398"
"Abingdon,IL","-90.4018","40.80448"
"on highway,AR","-92.3271","35.91896"
"Ft. White,FL","-82.710569","30.05198"
"Pine Mountain,GA","-83.187098","34.940368"
"Newcastle,ME","-69.53671","44.03508"
"Merrill,OR","-121.60055","42.02515"
"South River,NJ","-74.417344","40.430006"
"Ogdensburg,NY","-75.48634","44.69423"
"Edge,TX","-96.362454","30.639285"
"Pottstown,PA","-75.617195","40.263457"
"Oceanside,NY","-73.636923","40.635252"
"Convoy,OH","-84.716607","40.896997"
"Fort Orange,FL","-81.91928","30.435349"
"Ft. Wright,KY","-84.685279","38.268554"
"Summerland Key,FL","-81.4423","24.6657"
"Langlois,OR","-124.406262","42.893126"
"Swan Valley,ID","-111.34162","43.45603"
"Cohasset,MA","-70.815826","42.233938"
"Loganville,GA","-83.900738","33.838998"
"Kittatas,WA","-120.424785","46.986202"
"Hazel Green,WI","-90.536322","42.543893"
"Wolf Point,MT","-105.64278","48.09168"
"Motley,TX","-95.254926","31.974933"
"Soso,MS","-89.297336","31.713226"
"Slovan,PA","-80.387917","40.358435"
"Epping,NH","-71.084411","43.047595"
"Stanton,KY","-83.785309","37.822307"
"Allen,OK","-96.415107","34.869145"
"Peshtigo,WI","-87.74927","45.05443"
"Kingston area,PA","-79.364226","40.279536"
"Montello,NV","-114.19418","41.26131"
"Winnebago,IL","-89.24122","42.26613"
"West Melbourne,FL","-80.623618","28.079357"
"Brandon,MS","-89.938693","32.300019"
"Hermitage,MO","-93.320033","37.946659"
"Arden Hills,MN","-93.156611","45.050244"
"Newport Beach,CA","-117.829038","33.595088"
"Calhoun,KY","-87.287491","37.58095"
"Smithland,IA","-95.93084","42.22916"
"Lincoln,DE","-75.41087","38.848792"
"Sarasota,FL","-82.523909","27.402542"
"Dryden,MI","-83.154685","42.937629"
"Social Hill,AR","-92.913228","34.332036"
"Maurertown,VA","-78.548229","38.963523"
"Dallas,OR","-123.337291","44.928092"
"Spanish Fort,AL","-87.900287","30.737792"
"Cottleville,MO","-90.536784","38.750949"
"Bonsall,CA","-117.1941","33.27616"
"South Daytona Beach,FL","-81.014065","29.200529"
"Locust,NC","-80.424512","35.262131"
"Alamo,NV","-115.16446","37.36496"
"Carle Place,NY","-73.608422","40.74435"
"Incline Village,NV","-119.939145","39.240488"
"Toledo,WA","-122.79498","46.456038"
"Mountain Village,AK","-163.72944","62.08556"
"Oakland,ME","-69.70784","44.54987"
"Guymon,OK","-101.426147","36.729713"
"Tyrone,OK","-101.073973","36.971874"
"Glenwood,MN","-95.357347","45.589131"
"Medford and Murphy,OR","-122.86605","42.334609"
"Paris,OH","-81.145349","40.797908"
"Wellesley Island,NY","-76.017151","44.321282"
"Holley,NY","-78.073057","43.21586"
"Pineville,MO","-94.377022","36.573955"
"Kendall Park,NJ","-74.549761","40.422955"
"Madison,CT","-72.59843","41.27954"
"Elkhorn,WI","-88.563961","42.671666"
"Rural Dixon County,NE","-103.643729","41.236473"
"Star Lake,NY","-75.03632","44.16125"
"Alsip,IL","-87.738662","41.668922"
"Spanaway,WA","-122.41648","47.058452"
"Hood River,OR","-121.52146","45.7054"
"San Francisco Bay Area,CA","-122.469886","37.736112"
"Chagrin Falls,OH","-81.431436","41.449353"
"Calhoun,GA","-84.887942","34.496921"
"a field outside small town,PA","-79.710689","39.902639"
"Riverdale,GA","-84.413259","33.572611"
"North Myrtle Beach,NC","-82.421473","35.605083"
"Clinton,ME","-69.48575","44.6501"
"Grandview,OH","-81.082055","39.508131"
"Laurel,MS","-89.114317","31.711733"
"Pine Ridge,SD","-102.535178","43.024319"
"Boulder City,NV","-114.82952","36.020563"
"Perryville,MD","-76.033281","39.571449"
"Antioch,TN","-86.8825","36.170556"
"Cimarron,NM","-104.905419","36.504216"
"Hannibal,MO","-91.45683","39.736986"
"Los Angelas,CA","-118.246183","34.047247"
"Mt. Dora,NM","-103.833821","36.75994"
"Mt. Pleasant,NY","-73.863767","41.087686"
"Gloucestet,VA","-76.523701","37.412289"
"King City,CA","-121.05232","36.201898"
"Rosendale,MO","-94.8208","40.04444"
"Orwell,OH","-80.86814","41.53506"
"Warren,NJ","-74.532449","40.629101"
"Edmonds,WA","-122.372401","47.806068"
"La Vista,NE","-96.03113","41.18389"
"Gilbert,WV","-81.950082","37.636568"
"Victor,WV","-81.07649","38.13261"
"Saline Valley,CA","-121.673805","40.51307"
"Butler,WI","-88.071489","43.108459"
"Fairfield,IA","-91.957527","41.030998"
"Yorktown,VA","-76.524359","37.230251"
"Galena,KS","-94.63967","37.0759"
"Prairie Village,KS","-94.669467","39.02315"
"Mt. Sterling,OH","-81.799715","40.986433"
"Lake Sullivan,ID","-111.72098","42.448768"
"Smiths Ferry,ID","-116.089575","44.301281"
"Southbloomingvill,OH","-82.592291","39.417379"
"Crandon,WI","-88.891846","45.511846"
"Pollock Pines,CA","-121.450156","39.802859"
"Windber,PA","-78.829021","40.180418"
"Bark River,MI","-87.207306","45.695595"
"North Canton,OH","-81.402336","40.875891"
"Harrison,NJ","-74.150787","40.744501"
"Sallisaw,OK","-94.706796","35.450662"
"Munith,MI","-84.233087","42.360385"
"Sweet Lake,LA","-93.129321","29.984101"
"Hernando,FL","-82.390044","28.922317"
"Glen Rose,AR","-92.72961","34.455648"
"Troy,KY","-84.694667","37.910078"
"Youngsville,NC","-78.438181","36.018749"
"Springboro,OH","-84.23327","39.55228"
"Silver Spring,PA","-76.434285","40.064746"
"Amite,LA","-90.41058","30.74483"
"Folsom,LA","-90.144908","30.593426"
"Burnside,KY","-84.59994","36.98897"
"Sherwood,OR","-122.874613","45.371478"
"Shoto,WI","-87.649251","44.175273"
"Galconda,IL","-88.492459","37.35947"
"Lenzburg,IL","-89.782156","38.30606"
"San Andreas,CA","-120.616052","38.190106"
"Chase City,VA","-78.425379","36.771496"
"Ocean Park,WA","-124.040389","46.495565"
"Roscoe,MT","-109.49656","45.34967"
"Fort White,FL","-82.71373","29.92329"
"Parksley,VA","-75.65132","37.78263"
"Fairview Heights,IL","-90.006304","38.59666"
"Geneva,NY","-77.034883","42.857414"
"Atascosita,TX","-95.198137","29.986614"
"St. Francisville,LA","-90.373603","29.950483"
"Avilla,AR","-92.585161","34.682592"
"Plainsboro,NJ","-74.582062","40.342197"
"Wolf Creek drainage,OR","-121.867464","42.579557"
"Clarksville,KY","-86.096159","37.350581"
"Seymour,MO","-92.820353","37.17598"
"Johnson City,TN","-82.317625","36.330485"
"Searsmont,ME","-69.215906","44.357201"
"Keota,OK","-94.92162","35.25565"
"Wetumpka,AL","-86.215304","32.592659"
"Crestwood,MO","-90.381785","38.556997"
"Duncannon,PA","-77.060745","40.458261"
"Lemont,IL","-87.975568","41.707431"
"Cortez,CO","-108.662826","37.373594"
"Harris Ranch,CA","-123.649593","38.929387"
"Hammond,NY","-75.69412","44.44895"
"North Augusta,SC","-81.939337","33.526407"
"Thomasville,GA","-83.888269","30.853592"
"Bailey,NC","-78.10562","35.800198"
"Aquilla,TX","-97.21806","31.85155"
"Troy,IL","-89.895817","38.721612"
"Saugus,MA","-70.997794","42.472112"
"Yadkinville,NC","-80.682984","36.136665"
"Amado,AZ","-111.09862","31.672252"
"Haltom Ciy,TX","-97.283566","32.765352"
"Elizabethtown,IL","-88.238292","37.500757"
"DeSoto,KS","-94.951793","38.994327"
"Debary,FL","-81.310355","28.879389"
"Howard Lake,MN","-94.047497","45.101679"
"Carrboro,NC","-79.090077","35.905477"
"Snowflake,AZ","-110.110981","34.521702"
"Fairborn,OH","-84.01938","39.82089"
"Morgan,PA","-79.604206","40.059518"
"Ocracoke Island,NC","-75.825944","36.370447"
"Celta,PA","-79.927696","40.381388"
"Sedro Woolley,WA","-122.137243","48.486147"
"Dry Ridge,KY","-84.650966","38.691789"
"Conover,NC","-81.209458","35.740848"
"Kern County,CA","-117.56676","33.891546"
"Mayfield Heights,OH","-81.457896","41.519219"
"Crane,OR","-118.57826","43.41516"
"Gilroy,CA","-121.493849","37.023347"
"Bonita Springs,FL","-81.778697","26.339806"
"Smithton,PA","-79.738092","40.155299"
"Gainesville,MO","-92.415322","36.605575"
"Corcoran,CA","-119.5604","36.09801"
"Glenfield,NY","-75.40213","43.71035"
"Madison,KS","-96.144795","38.061943"
"New Vienna,OH","-83.702933","39.349254"
"Mathews,LA","-90.549555","29.693833"
"Stanley,VA","-78.512018","38.559864"
"Moore,ID","-113.4544","43.729598"
"North Fond du Llac,WI","-88.370168","43.711219"
"Ybor,FL","-81.625298","27.660968"
"North Falmouth,MA","-70.63367","41.64107"
"Pitman,NJ","-75.136809","39.734928"
"Bradshaw,NE","-97.750193","40.930567"
"Cloudcroft,NM","-105.674395","32.889717"
"Clarksdale,MS","-90.634809","34.256003"
"Iron River,MI","-88.618995","46.12047"
"Mapleton,UT","-111.580197","40.125168"
"Lakeland,TN","-89.740361","35.230644"
"Gray,TX","-94.073517","32.787641"
"County Durham,","-1.75","54.666667"
"Garrison,MN","-93.82692","46.2944"
"Saegertown,PA","-80.207488","41.752837"
"Greenfield,WI","-88.012587","42.961404"
"Capitola,FL","-84.258472","30.427753"
"Wallingford,CT","-72.811047","41.456205"
"Oak City,NC","-77.251106","35.970377"
"Forked River,NJ","-74.230522","39.876031"
"Maple Grove,MN","-93.445399","45.127446"
"Merriville and Gary,IN","-87.319937","41.590686"
"Burns Junction,OR","-117.853216","42.776825"
"McGill,NV","-114.7791","39.403429"
"Lorane,OR","-123.273366","43.817721"
"Kutztown,PA","-75.781445","40.53907"
"Pleasenton,CA","-121.878607","37.664777"
"Groves,TX","-93.916957","29.941563"
"Morrisville,NY","-75.651484","42.924089"
"Algodones,NM","-106.47284","35.38006"
"Lafayette Hill,PA","-75.257423","40.08526"
"Conesus,NY","-77.668291","42.723231"
"Yatesville,PA","-75.786582","41.303414"
"Mt. Morris,NY","-75.245905","42.546096"
"Rosebud,TX","-96.998652","31.103376"
"Union City,CA","-122.01913","37.59577"
"Mineola,TX","-95.485939","32.713422"
"Spring Hill,KS","-94.82552","38.74306"
"Chula Vista campground parking lot, Mt. Pinos,CA","-118.046078","33.853465"
"Idaho Springs to Dumont,CO","-105.480023","39.742844"
"Loco Hills,NM","-103.97773","32.81901"
"Coldwater,MO","-90.409837","37.303385"
"Lebanon,VA","-82.053655","36.908553"
"Roscoe and Ft. Justice,TX","-97.607774","32.696799"
"Kerby,OR","-123.65174","42.19428"
"Cambridge,MN","-93.263457","45.602457"
"Pahoa,HI","-155.152268","19.390023"
"Bessemer,AL","-86.951784","33.402429"
"Ravensdale,WA","-121.97215","47.35624"
"Bakersfield,CA","-119.020562","35.384337"
"Mammoth Lakes,CA","-118.865636","37.609434"
"Fort Cobb,OK","-98.44173","35.100632"
"Grass Lake,MI","-84.21301","42.25087"
"Newton,NJ","-74.806938","41.069522"
"Castle Rock,WA","-122.90761","46.27511"
"Stilwell,OK","-94.62856","35.81453"
"Frankfort,NY","-75.118168","43.039203"
"Old Orchard,ME","-70.409767","43.506648"
"Colorado City,CO","-104.84545","37.94411"
"South Padre Island,TX","-97.16469","26.10369"
"Nova,OH","-82.329107","41.011373"
"Trevor,WI","-88.138001","42.517168"
"Flintstone,MD","-78.524164","39.679418"
"Fordsville,KY","-86.729497","37.614496"
"Gage,OK","-99.753814","36.255493"
"Lakewood,OH","-81.79819","41.48199"
"Stamps,AR","-93.50573","33.343809"
"Fontana,KS","-94.88344","38.417885"
"Gaylord,MN","-94.191699","44.572583"
"ForestPark,IL","-88.079773","42.040839"
"San Angelo,TX","-100.533397","31.44451"
"Berkley Heights,NJ","-74.441869","40.68105"
"Aurora,MN","-92.23712","47.52993"
"Charlotte Hall,MD","-76.77802","38.48096"
"Machias,ME","-67.469196","44.660627"
"Scotland,SD","-97.71757","43.14972"
"Fremont,NH","-71.127041","42.992203"
"East London,","-0.1278328","51.5072648"
"New Bloomington,OH","-83.308663","40.599228"
"Stevinson,CA","-120.864936","37.324536"
"Worcester County,MA","-71.798811","42.271399"
"Pittsburg,PA","-80.088392","40.511615"
"Upson,WI","-90.434344","46.370313"
"Whiteville,NC","-78.70307","34.33878"
"Howard,WI","-88.088159","44.543603"
"Sesser,IL","-89.056638","38.053351"
"Georgetown,IL","-87.607538","39.977252"
"Salem,MA","-70.873647","42.642845"
"Snoqualmine,WA","-121.398811","47.394216"
"Clare,MI","-84.76863","43.81947"
"Barstow and Needles,CA","-117.0229","34.891779"
"Geneva,IL","-88.30535","41.88753"
"Fort Gardens,GA","-81.135531","32.060888"
"Plum Grove,TX","-95.094931","30.214658"
"Brush Creek,TN","-87.081394","36.007285"
"Miramar,FL","-80.232271","25.987314"
"Shafer,MN","-92.726135","45.382835"
"Divide,CO","-105.185653","38.923901"
"Cedartown,GA","-85.239429","33.998841"
"Cherry Valley,IL","-88.94899","42.23474"
"Leasburg,NC","-79.187938","36.364834"
"Highland County - Monterey,VA","-79.569775","38.410011"
"Honokowaii,HI","-156.689722","20.954167"
"Monticello,MS","-90.161012","31.540111"
"Bridgewater,NJ","-74.607518","40.598702"
"Jasper,FL","-82.985428","30.495814"
"Ducor,CA","-119.04557","35.89433"
"Delavan,IL","-89.600252","40.424081"
"Tazewell,VA","-81.51955","37.11484"
"La Quinta,CA","-116.259176","33.670978"
"Welches,OR","-121.973561","45.327305"
"Napoleon,MI","-84.24575","42.164338"
"Federal Heights,CO","-105.011035","39.817067"
"Center City,MN","-92.789369","45.448211"
"Independence,OR","-123.18677","44.85123"
"Collingdale,PA","-75.277129","39.911779"
"Princeville,HI","-159.486562","22.219231"
"West Pittson,PA","-75.792972","41.32758"
"Huntington,IN","-85.489225","40.842697"
"Erial,NJ","-75.006278","39.773448"
"Howe,IN","-85.367474","41.711914"
"Fort Washington,MD","-76.977596","38.757114"
"Keaau,HI","-155.032104","19.581873"
"Kings Mtn.,NC","-81.327249","35.266383"
"Story,AR","-93.53027","34.673248"
"Burlington,WV","-78.91808","39.3376"
"Granite Falls,MN","-95.670577","44.780794"
"Otego,NY","-75.148268","42.441165"
"North Hudson,NY","-73.721139","43.970736"
"Sewell,NJ","-75.201593","39.75521"
"Forks Township,PA","-75.126739","40.174202"
"Fort Myers,FL","-81.878139","26.621074"
"Mt. Pleasant,SC","-81.633703","33.783024"
"Fort Thomas,KY","-84.846767","37.762599"
"Seaford,NY","-73.49233","40.6677"
"Litchfield,SC","-79.102794","33.471023"
"Mt. Rainier National Park,WA","-121.989447","46.738855"
"Hugo,CO","-103.457864","39.022942"
"Leesburg,FL","-81.888695","28.758895"
"Clifton Park,NY","-73.792524","42.850576"
"Los Montoyas,NM","-105.207784","35.41949"
"Grafton,WV","-80.015686","39.336266"
"Peru,IN","-86.07581","40.73991"
"Cameron Park,CA","-120.987164","38.668793"
"Lamar,CO","-102.62075","38.08723"
"Point Barrow,AK","-147.939971","64.81895"
"Harrisburg area,PA","-76.837496","40.237432"
"Clinton,IN","-87.458654","39.746685"
"Ida,MI","-83.58177","41.887078"
"Hollywood,FL","-80.265122","25.908575"
"Zion Grove,PA","-76.193099","40.914137"
"Wickiup,AZ","-112.167662","33.663584"
"Coarsegold,CA","-119.70098","37.26217"
"Secane,PA","-75.302131","39.914001"
"Belleville,MI","-83.488444","42.177312"
"Oracle,AZ","-110.850082","32.64213"
"Mount Weather,VA","-79.5619","37.221852"
"Inyokern,CA","-117.857026","35.639715"
"Kailua Kona,HI","-155.919968","19.75682"
"Marlboro,MA","-70.97311","42.716759"
"Redondo Beach,CA","-118.387124","33.830006"
"Tuolumne Meadows,CA","-120.268624","37.96362"
"Stahlstown,PA","-79.33281","40.15007"
"Brownsville,TX","-97.550453","25.963264"
"Ft. Richardson,AK","-149.690947","61.25371"
"Burr Ridge,IL","-87.868953","41.78443"
"Baroda,MI","-86.475504","41.949647"
"Burson & Wallace,CA","-120.904043","38.13386"
"Aylett,VA","-77.180912","37.798833"
"Sanford,MI","-84.399532","43.712095"
"Charlestown,WV","-77.845416","39.272626"
"Havensville,KS","-96.07805","39.51111"
"Bigelow,AR","-92.626882","34.968975"
"Big Bend,WI","-88.205514","42.882441"
"Brea,CA","-117.90006","33.916681"
"Kingston,MA","-70.744813","41.979405"
"Oldsmar,FL","-82.677379","28.050324"
"Orange,MA","-72.3032","42.59721"
"Iola,TX","-96.09887","30.714476"
"Heidleburg,PA","-80.090889","40.392291"
"Rodanthe,NC","-75.46794","35.59351"
"Altoona,KS","-95.661801","37.525023"
"Kenduskeag,ME","-68.965803","44.918877"
"Adams County,WI","-89.815012","43.968882"
"Fort Yates,ND","-100.710536","46.170605"
"Chatsworth,NJ","-74.558941","39.749506"
"Newport,WA","-117.196815","48.185849"
"Logan,OH","-82.437424","39.52535"
"North Scottsdale,AZ","-111.959456","33.528352"
"Fox River Grove,IL","-88.157896","41.920421"
"Wilmington Island,GA","-80.973723","32.003548"
"Hatton,WA","-118.800049","46.77062"
"Horseshoe,NC","-82.986753","35.107056"
"Cabazon,CA","-116.77596","33.90989"
"Derby,NY","-78.995736","42.683522"
"Lake Dallas,TX","-97.008563","33.131089"
"Lake Wales,FL","-81.58445","27.900707"
"Helena,AL","-86.901975","33.266341"
"Fullerton,CA","-117.925338","33.870292"
"Marsh Creek,CA","-122.471874","38.541011"
"North Dallas,TX","-96.809073","32.749119"
"Elk County,KS","-95.884827","37.868411"
"Pearblossom,CA","-117.90979","34.50638"
"Washington,UT","-113.50829","37.13054"
"Orange Lake,FL","-82.20558","29.423388"
"Manhattan Beach,CA","-118.402127","33.889151"
"Baileys Cross Roads,VA","-77.129733","38.852992"
"Lomita,CA","-118.31507","33.79224"
"Saint Charles Township,IL","-88.325593","41.900117"
"Summit Point,WV","-77.95861","39.24955"
"Friend,NE","-97.28616","40.65362"
"New Baltimore,MI","-82.773842","42.67424"
"Morristown,NJ","-74.253756","40.425107"
"Elizabethtown,PA","-76.61028","40.150963"
"Jamesport,NY","-72.57387","40.94561"
"Hillside,IL","-87.90284","41.87781"
"Murray,KY","-88.279562","36.625349"
"Pahokee,FL","-80.66534","26.82006"
"Bellemont,AZ","-111.8335","35.23807"
"Yatton, Somerset,","-2.818977","51.3865615"
"Greenville,RI","-71.551682","41.879298"
"Saint Maries,ID","-116.646826","47.279233"
"Baldy Village,CA","-122.110892","37.998382"
"Mescalero Indian Reservation,NM","-105.780633","33.153728"
"Jueanu,WI","-88.707276","43.410194"
"West Palm beach,FL","-80.070249","26.715844"
"Sunriver,OR","-121.43864","43.884007"
"Healdton,OK","-97.4878","34.23315"
"Chesterton,IN","-86.120821","39.928928"
"Hermann,MO","-91.499131","38.587608"
"Barryville,NY","-74.915176","41.486186"
"Huron,KS","-95.351642","39.638333"
"Surry Nuclear Facility,VA","-78.211271","38.356096"
"Broadview Heights,OH","-81.673099","41.314053"
"Jensen,UT","-109.387441","40.344753"
"Garden city,GA","-81.154001","32.114372"
"Byhalia,MS","-89.69064","34.87232"
